benchmark,alignment_id,our_query_id,our_source_original,our_source_normalized,t2t_source_id,t2t_source_original,t2t_source_normalized,our_gold_original,t2t_gold_original,normalized_gold,our_prediction,t2t_prediction,our_status,our_original_graph_relationship,t2t_original_published_classification,ours_recomputed_relationship,t2t_recomputed_relationship,alignment_status
OLS-EFO (full),OLS-EFO (full)::6435,6435,intracranial embolism,intracranial embolism,DOID:4372,intracranial embolism,intracranial embolism,EFO:1000991,EFO:1000991,EFO:1000991,EFO:1000991,EFO:1000991,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6436,6436,intracranial hypertension,intracranial hypertension,DOID:9428,intracranial hypertension,intracranial hypertension,EFO:1000992,EFO:1000992,EFO:1000992,EFO:1000992,HP:0002516,mapped,Same,Unrelated,Same,Unrelated,matched
OLS-EFO (full),OLS-EFO (full)::6437,6437,intracranial hypotension,intracranial hypotension,DOID:4723,intracranial hypotension,intracranial hypotension,EFO:1000993,EFO:1000993,EFO:1000993,EFO:1000993,EFO:1000993,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6438,6438,intracranial vasospasm,intracranial vasospasm,DOID:13100,intracranial vasospasm,intracranial vasospasm,EFO:1000994,EFO:1000994,EFO:1000994,EFO:1000994,EFO:1000994,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6439,6439,intradermal nevus,intradermal nevus,EFO:1000995,intradermal nevus,intradermal nevus,EFO:1000995,EFO:1000995,EFO:1000995,EFO:1000995,EFO:1000995,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6440,6440,Dermal Nevus,Dermal Nevus,NCIT:C3804,Dermal Nevus,Dermal Nevus,EFO:1000995,EFO:1000995,EFO:1000995,EFO:1000995,EFO:1000995,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6441,6441,iris cancer,iris cancer,DOID:3478,iris cancer,iris cancer,EFO:1000996,EFO:1000996,EFO:1000996,EFO:1000996,EFO:1000996,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6442,6442,iritis,iritis,DOID:1406,iritis,iritis,EFO:1000997,EFO:1000997,EFO:1000997,EFO:1000997,EFO:1000997,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6443,6443,Gözbebeği iltihabı,Gözbebeği iltihabı,HP:0001101,Gözbebeği iltihabı,Gözbebeği iltihabı,EFO:1000997,EFO:1000997,EFO:1000997,EFO:1000997,MONDO:0019307,mapped,Same,Unrelated,Same,Unrelated,matched
OLS-EFO (full),OLS-EFO (full)::6444,6444,Iritis,Iritis,NCIT:C50621,Iritis,Iritis,EFO:1000997,EFO:1000997,EFO:1000997,EFO:1000997,EFO:1000997,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6445,6445,jejunal cancer,jejunal cancer,DOID:13499,jejunal cancer,jejunal cancer,EFO:1000998,EFO:1000998,EFO:1000998,EFO:1000998,EFO:1000998,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6446,6446,arthropathy,arthropathy,DOID:381,arthropathy,arthropathy,EFO:1000999,EFO:1000999,EFO:1000999,HP:0003040,EFO:1000999,mapped,Unrelated,Same,Unrelated,Same,matched
OLS-EFO (full),OLS-EFO (full)::6447,6447,Arthropathy,Arthropathy,NCIT:C35760,Arthropathy,Arthropathy,EFO:1000999,EFO:1000999,EFO:1000999,EFO:1000999,EFO:1000999,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6448,6448,parosteal osteosarcoma,parosteal osteosarcoma,DOID:3373,parosteal osteosarcoma,parosteal osteosarcoma,EFO:1001000,EFO:1001000,EFO:1001000,EFO:1001000,EFO:1001000,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6449,6449,juxtacortical osteosarcoma,juxtacortical osteosarcoma,EFO:1001000,juxtacortical osteosarcoma,juxtacortical osteosarcoma,EFO:1001000,EFO:1001000,EFO:1001000,EFO:1001000,EFO:1001000,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6450,6450,Parosteal Osteosarcoma,Parosteal Osteosarcoma,NCIT:C8969,Parosteal Osteosarcoma,Parosteal Osteosarcoma,EFO:1001000,EFO:1001000,EFO:1001000,EFO:1001000,EFO:1001000,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6451,6451,kernicterus,kernicterus,DOID:2382,kernicterus,kernicterus,EFO:1001002,EFO:1001002,EFO:1001002,EFO:1001002,EFO:1001002,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6452,6452,kidney cortex necrosis,kidney cortex necrosis,DOID:2973,kidney cortex necrosis,kidney cortex necrosis,EFO:1001003,EFO:1001003,EFO:1001003,EFO:1001003,EFO:1001003,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6453,6453,kidney papillary necrosis,kidney papillary necrosis,DOID:2981,kidney papillary necrosis,kidney papillary necrosis,EFO:1001004,EFO:1001004,EFO:1001004,EFO:1001004,EFO:1001004,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6455,6455,Klinefelter syndrome,Klinefelter syndrome,DOID:1921,Klinefelter syndrome,Klinefelter syndrome,EFO:1001006,EFO:1001006,EFO:1001006,EFO:1001006,EFO:1001006,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6456,6456,Klinefelter Syndrome,Klinefelter Syndrome,NCIT:C34752,Klinefelter Syndrome,Klinefelter Syndrome,EFO:1001006,EFO:1001006,EFO:1001006,EFO:1001006,EFO:1001006,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6457,6457,krebs 2 carcinoma,krebs 2 carcinoma,EFO:1001007,krebs 2 carcinoma,krebs 2 carcinoma,EFO:1001007,EFO:1001007,EFO:1001007,EFO:1001007,EFO:1001007,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6458,6458,Krebs 2 carcinoma,Krebs 2 carcinoma,MONDO:0006824,Krebs 2 carcinoma,Krebs 2 carcinoma,EFO:1001007,EFO:1001007,EFO:1001007,EFO:1001007,EFO:1001007,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6459,6459,kuru,kuru,DOID:648,kuru,kuru,EFO:1001008,EFO:1001008,EFO:1001008,EFO:1001008,EFO:1001008,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6460,6460,kwashiorkor,kwashiorkor,DOID:13579,kwashiorkor,kwashiorkor,EFO:1001009,EFO:1001009,EFO:1001009,EFO:1001009,EFO:1001009,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6461,6461,Landau-Kleffner syndrome,Landau-Kleffner syndrome,DOID:2538,Landau-Kleffner syndrome,Landau-Kleffner syndrome,EFO:1001010,EFO:1001010,EFO:1001010,EFO:1001010,EFO:1001010,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6462,6462,Landau-Kleffner Syndrome,Landau-Kleffner Syndrome,NCIT:C84806,Landau-Kleffner Syndrome,Landau-Kleffner Syndrome,EFO:1001010,EFO:1001010,EFO:1001010,EFO:1001010,EFO:1001010,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6463,6463,lateral medullary syndrome,lateral medullary syndrome,DOID:3522,lateral medullary syndrome,lateral medullary syndrome,EFO:1001011,EFO:1001011,EFO:1001011,EFO:1001011,EFO:1001011,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6464,6464,Lateral Medullary Syndrome,Lateral Medullary Syndrome,NCIT:C84807,Lateral Medullary Syndrome,Lateral Medullary Syndrome,EFO:1001011,EFO:1001011,EFO:1001011,EFO:1001011,EFO:1001011,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6465,6465,obsolete leptomeningeal metastases,obsolete leptomeningeal metastases,DOID:3872,obsolete leptomeningeal metastases,obsolete leptomeningeal metastases,EFO:1001012,EFO:1001012,EFO:1001012,EFO:1001012,EFO:1001012,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6466,6466,lethal midline granuloma,lethal midline granuloma,DOID:9072,lethal midline granuloma,lethal midline granuloma,EFO:1001013,EFO:1001013,EFO:1001013,EFO:1001013,EFO:1001013,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6467,6467,nasal cavity and paranasal sinus lethal midline granuloma,nasal cavity and paranasal sinus lethal midline granuloma,MONDO:0006828,nasal cavity and paranasal sinus lethal midline granuloma,nasal cavity and paranasal sinus lethal midline granuloma,EFO:1001013,EFO:1001013,EFO:1001013,EFO:1001013,EFO:1001013,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6468,6468,Nasal Cavity and Paranasal Sinus Lethal Midline Granuloma,Nasal Cavity and Paranasal Sinus Lethal Midline Granuloma,NCIT:C8196,Nasal Cavity and Paranasal Sinus Lethal Midline Granuloma,Nasal Cavity and Paranasal Sinus Lethal Midline Granuloma,EFO:1001013,EFO:1001013,EFO:1001013,EFO:1001013,EFO:1001013,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6469,6469,leukemoid reaction,leukemoid reaction,EFO:1001014,leukemoid reaction,leukemoid reaction,EFO:1001014,EFO:1001014,EFO:1001014,EFO:1001014,EFO:1001014,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6470,6470,leukoplakia of penis,leukoplakia of penis,DOID:8738,leukoplakia of penis,leukoplakia of penis,EFO:1001015,EFO:1001015,EFO:1001015,EFO:1001015,EFO:1001015,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6471,6471,Penile Leukoplakia,Penile Leukoplakia,NCIT:C3151,Penile Leukoplakia,Penile Leukoplakia,EFO:1001015,EFO:1001015,EFO:1001015,EFO:1001015,EFO:1001015,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6472,6472,leukostasis,leukostasis,DOID:12986,leukostasis,leukostasis,EFO:1001016,EFO:1001016,EFO:1001016,EFO:1001016,EFO:1001016,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6473,6473,limited scleroderma,limited scleroderma,DOID:1577,limited scleroderma,limited scleroderma,EFO:1001017,EFO:1001017,EFO:1001017,EFO:1001017,EFO:1001017,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6474,6474,lingual goiter,lingual goiter,DOID:13196,lingual goiter,lingual goiter,EFO:1001018,EFO:1001018,EFO:1001018,EFO:1001018,EFO:1001018,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6475,6475,lip cancer,lip cancer,DOID:8564,lip cancer,lip cancer,EFO:1001019,EFO:1001019,EFO:1001019,EFO:1001019,EFO:1001019,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6476,6476,Malignant Lip Neoplasm,Malignant Lip Neoplasm,NCIT:C7485,Malignant Lip Neoplasm,Malignant Lip Neoplasm,EFO:1001019,EFO:1001019,EFO:1001019,EFO:1001019,EFO:1001019,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6477,6477,lipoid nephrosis,lipoid nephrosis,DOID:10966,lipoid nephrosis,lipoid nephrosis,EFO:1001020,EFO:1001020,EFO:1001020,EFO:1001020,EFO:1001020,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6478,6478,Minimal Change Glomerulonephritis,Minimal Change Glomerulonephritis,NCIT:C34844,Minimal Change Glomerulonephritis,Minimal Change Glomerulonephritis,EFO:1001020,EFO:1001020,EFO:1001020,EFO:1001020,EFO:1001020,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6479,6479,Listeria meningitis,Listeria meningitis,DOID:11572,Listeria meningitis,Listeria meningitis,EFO:1001021,EFO:1001021,EFO:1001021,EFO:1001021,EFO:1001021,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6480,6480,low tension glaucoma,low tension glaucoma,DOID:13544,low tension glaucoma,low tension glaucoma,EFO:1001022,EFO:1001022,EFO:1001022,EFO:1001022,EFO:1001022,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6481,6481,obsolete lupus vulgaris,obsolete lupus vulgaris,DOID:5380,obsolete lupus vulgaris,obsolete lupus vulgaris,EFO:1001023,EFO:1001023,EFO:1001023,EFO:1001023,EFO:1001023,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6482,6482,lupus vulgaris,lupus vulgaris,MONDO:0006838,lupus vulgaris,lupus vulgaris,EFO:1001023,EFO:1001023,EFO:1001023,EFO:1001023,EFO:1001023,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6483,6483,Lutembacher's syndrome,Lutembacher's syndrome,DOID:1998,Lutembacher's syndrome,Lutembacher's syndrome,EFO:1001024,EFO:1001024,EFO:1001024,EFO:1001024,EFO:1001024,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6484,6484,Lutembacher syndrome,Lutembacher syndrome,MONDO:0006839,Lutembacher syndrome,Lutembacher syndrome,EFO:1001024,EFO:1001024,EFO:1001024,EFO:1001024,EFO:1001024,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6485,6485,obsolete lymphangiectasis,obsolete lymphangiectasis,DOID:2402,obsolete lymphangiectasis,obsolete lymphangiectasis,EFO:1001025,EFO:1001025,EFO:1001025,EFO:1001025,EFO:1001025,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6486,6486,lymphangiectasis,lymphangiectasis,MONDO:0006840,lymphangiectasis,lymphangiectasis,EFO:1001025,EFO:1001025,EFO:1001025,EFO:1001025,EFO:1001025,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6487,6487,Lymphangiectasia,Lymphangiectasia,NCIT:C97087,Lymphangiectasia,Lymphangiectasia,EFO:1001025,EFO:1001025,EFO:1001025,EFO:1001025,EFO:1001025,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6488,6488,lymphangioendothelioma,lymphangioendothelioma,EFO:1001026,lymphangioendothelioma,lymphangioendothelioma,EFO:1001026,EFO:1001026,EFO:1001026,EFO:1001026,EFO:1001026,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6489,6489,Acquired Progressive Lymphangioma,Acquired Progressive Lymphangioma,NCIT:C3203,Acquired Progressive Lymphangioma,Acquired Progressive Lymphangioma,EFO:1001026,EFO:1001026,EFO:1001026,EFO:1001026,EFO:1001026,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6490,6490,lymphangiomyoma,lymphangiomyoma,EFO:1001027,lymphangiomyoma,lymphangiomyoma,EFO:1001027,EFO:1001027,EFO:1001027,EFO:1001027,EFO:1001027,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6491,6491,Lymphangioleiomyoma,Lymphangioleiomyoma,NCIT:C3204,Lymphangioleiomyoma,Lymphangioleiomyoma,EFO:1001027,EFO:1001027,EFO:1001027,EFO:1001027,EFO:1001027,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6492,6492,macular holes,macular holes,DOID:7633,macular holes,macular holes,EFO:1001028,EFO:1001028,EFO:1001028,EFO:1001028,EFO:1001028,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6493,6493,Macular Hole,Macular Hole,NCIT:C34795,Macular Hole,Macular Hole,EFO:1001028,EFO:1001028,EFO:1001028,EFO:1001028,EFO:1001028,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6494,6494,obsolete magnesium deficiency,obsolete magnesium deficiency,DOID:13581,obsolete magnesium deficiency,obsolete magnesium deficiency,EFO:1001029,EFO:1001029,EFO:1001029,EFO:1001029,EFO:1001029,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6495,6495,magnesium deficiency,magnesium deficiency,MONDO:0006844,magnesium deficiency,magnesium deficiency,EFO:1001029,EFO:1001029,EFO:1001029,EFO:1001029,EFO:1001029,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6496,6496,obsolete male genital tuberculosis,obsolete male genital tuberculosis,DOID:8024,obsolete male genital tuberculosis,obsolete male genital tuberculosis,EFO:1001030,EFO:1001030,EFO:1001030,EFO:1001030,EFO:1001030,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6497,6497,male genital tuberculosis,male genital tuberculosis,MONDO:0006845,male genital tuberculosis,male genital tuberculosis,EFO:1001030,EFO:1001030,EFO:1001030,EFO:1001030,EFO:1001030,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6498,6498,malignant hypertension,malignant hypertension,DOID:10824,malignant hypertension,malignant hypertension,EFO:1001031,EFO:1001031,EFO:1001031,EFO:1001031,EFO:1001031,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6499,6499,malignant lymphatic vessel tumor,malignant lymphatic vessel tumor,EFO:1001032,malignant lymphatic vessel tumor,malignant lymphatic vessel tumor,EFO:1001032,EFO:1001032,EFO:1001032,EFO:1000339,EFO:1001032,mapped,Sibling,Same,Sibling,Same,matched
OLS-EFO (full),OLS-EFO (full)::6500,6500,marasmus,marasmus,DOID:12328,marasmus,marasmus,EFO:1001033,EFO:1001033,EFO:1001033,EFO:1001033,EFO:1001033,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6501,6501,mastitis,mastitis,DOID:10690,mastitis,mastitis,EFO:1001034,EFO:1001034,EFO:1001034,EFO:1001034,EFO:1001034,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6502,6502,Mastitis,Mastitis,NCIT:C53662,Mastitis,Mastitis,EFO:1001034,EFO:1001034,EFO:1001034,EFO:1001034,EFO:1001034,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6503,6503,maxillary sinus benign neoplasm,maxillary sinus benign neoplasm,DOID:1358,maxillary sinus benign neoplasm,maxillary sinus benign neoplasm,EFO:1001035,EFO:1001035,EFO:1001035,EFO:1001035,EFO:1001035,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6504,6504,maxillary sinus neoplasm,maxillary sinus neoplasm,EFO:1001035,maxillary sinus neoplasm,maxillary sinus neoplasm,EFO:1001035,EFO:1001035,EFO:1001035,EFO:1001035,EFO:1001035,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6505,6505,Maxillary Sinus Neoplasm,Maxillary Sinus Neoplasm,NCIT:C3219,Maxillary Sinus Neoplasm,Maxillary Sinus Neoplasm,EFO:1001035,EFO:1001035,EFO:1001035,EFO:1001035,EFO:1001035,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6506,6506,Meckel's diverticulum,Meckel's diverticulum,DOID:9487,Meckel's diverticulum,Meckel's diverticulum,EFO:1001036,EFO:1001036,EFO:1001036,EFO:1001036,EFO:1001036,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6507,6507,Meckel diverticulum,Meckel diverticulum,MONDO:0007955,Meckel diverticulum,Meckel diverticulum,EFO:1001036,EFO:1001036,EFO:1001036,EFO:1001036,EFO:1001036,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6508,6508,Meckel Diverticulum,Meckel Diverticulum,NCIT:C12264,Meckel Diverticulum,Meckel Diverticulum,EFO:1001036,EFO:1001036,EFO:1001036,EFO:1001036,EFO:1001036,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6509,6509,meconium aspiration syndrome,meconium aspiration syndrome,DOID:11049,meconium aspiration syndrome,meconium aspiration syndrome,EFO:1001037,EFO:1001037,EFO:1001037,EFO:1001037,EFO:1001037,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6510,6510,Meconium Aspiration Syndrome,Meconium Aspiration Syndrome,NCIT:C87093,Meconium Aspiration Syndrome,Meconium Aspiration Syndrome,EFO:1001037,EFO:1001037,EFO:1001037,EFO:1001037,EFO:1001037,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6511,6511,melanotic neuroectodermal tumor,melanotic neuroectodermal tumor,DOID:166,melanotic neuroectodermal tumor,melanotic neuroectodermal tumor,EFO:1001038,EFO:1001038,EFO:1001038,EFO:1001038,EFO:1001038,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6512,6512,Melkersson-Rosenthal syndrome,Melkersson-Rosenthal syndrome,DOID:1761,Melkersson-Rosenthal syndrome,Melkersson-Rosenthal syndrome,EFO:1001039,EFO:1001039,EFO:1001039,EFO:1001039,EFO:1001039,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6513,6513,Melkersson-Rosenthal Syndrome,Melkersson-Rosenthal Syndrome,NCIT:C84886,Melkersson-Rosenthal Syndrome,Melkersson-Rosenthal Syndrome,EFO:1001039,EFO:1001039,EFO:1001039,EFO:1001039,EFO:1001039,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6514,6514,meningococcal meningitis,meningococcal meningitis,DOID:0080176,meningococcal meningitis,meningococcal meningitis,EFO:1001040,EFO:1001040,EFO:1001040,EFO:1001040,EFO:1001040,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6515,6515,obsolete meningococcal meningitis,obsolete meningococcal meningitis,DOID:9929,obsolete meningococcal meningitis,obsolete meningococcal meningitis,EFO:1001040,EFO:1001040,EFO:1001040,EFO:1001040,EFO:1001040,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6516,6516,mesenchymal chondrosarcoma,mesenchymal chondrosarcoma,DOID:4545,mesenchymal chondrosarcoma,mesenchymal chondrosarcoma,EFO:1001041,EFO:1001041,EFO:1001041,EFO:1001041,EFO:1001041,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6517,6517,Mesenchymal Chondrosarcoma,Mesenchymal Chondrosarcoma,NCIT:C3737,Mesenchymal Chondrosarcoma,Mesenchymal Chondrosarcoma,EFO:1001041,EFO:1001041,EFO:1001041,EFO:1001041,EFO:1001041,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6518,6518,mesenchymoma,mesenchymoma,DOID:2668,mesenchymoma,mesenchymoma,EFO:1001042,EFO:1001042,EFO:1001042,EFO:1001042,EFO:1001042,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6519,6519,Mesenchymoma,Mesenchymoma,NCIT:C3233,Mesenchymoma,Mesenchymoma,EFO:1001042,EFO:1001042,EFO:1001042,EFO:1001042,EFO:1001042,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6520,6520,mesenteric vascular occlusion,mesenteric vascular occlusion,DOID:13252,mesenteric vascular occlusion,mesenteric vascular occlusion,EFO:1001043,EFO:1001043,EFO:1001043,EFO:1001043,EFO:1001043,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6521,6521,mesothelial neoplasm,mesothelial neoplasm,EFO:1001044,mesothelial neoplasm,mesothelial neoplasm,EFO:1001044,EFO:1001044,EFO:1001044,EFO:1001044,EFO:1001044,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6522,6522,Mesothelial Neoplasm,Mesothelial Neoplasm,NCIT:C3786,Mesothelial Neoplasm,Mesothelial Neoplasm,EFO:1001044,EFO:1001044,EFO:1001044,EFO:1001044,EFO:1001044,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6523,6523,middle cerebral artery infarction,middle cerebral artery infarction,DOID:3525,middle cerebral artery infarction,middle cerebral artery infarction,EFO:1001045,EFO:1001045,EFO:1001045,EFO:1001045,EFO:1001045,mapped,Same,Same,Same,Same,matched
OLS-EFO (full),OLS-EFO (full)::6524,6524,Moebius syndrome,Moebius syndrome,DOID:13501,Moebius syndrome,Moebius syndrome,EFO:1001046,EFO:1001046,EFO:1001046,MONDO:0008006,ORPHANET.ORDO:570,mapped,Unrelated,Unrelated,Unrelated,Unrelated,matched
